Alemania,120.3,143.7,94.8,326.9,685.7,114.1,-2.8,91.9,94.4,297.6,102.3,318.5,183.6,126.8,731.2,82.8,233.1,219,181.7,716.5,164.6,244.4,61.7,14.6,485.4,203.5,84.6,74,87.9,450.1,45.1,122.6,42.3,168,378,126.8,142.9,116.4,122.2,508.3,82.1,71.6,192.1,377.4,723.2,80.2,196.2,162.6,258,697,122,162.3,48.7,-69.8,263.3,299.6,-13,46.6,273,606.2,121.9,422.8,347.2,-37.9,854.1,565.8,294.5,128.7,180.6,1169.7,887.4,417.8,226.6,451.6,1983.5,470,505.3,518.8,654.7,2148.8,134.5,289.6,299.9,515.5,1239.5,904.9,566.5,601.2,695.5,2768,953.6,303.2,452.4,934.1,2643.3,290.2,1271.4,759.2,615.8,2936.5,826.5,656.4,1330.4,682.9,3496.3,709.8,555.7,-546.6,444.8,1163.7,521.5,722.5,275.4,553.8,2073.2,531.4,297.7,229,-842.8,215.2,29234.2
"3131 Preparación e hilado de fibras textiles, y fabricación de hilos",C,C,C,C,C,C,C,C,C,C,C,0.8,C,C,1.8,C,C,C,0.6,5.1,C,C,C,0.4,1.5,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,C,C,0,0,C,C,C,0,0,C,C,C,0,0,C,C,C,C,0,0,C,C,C,C,C,C,C,C,C,C,C,C,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,0,C,74.5
3132 Fabricación de telas,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,C,C,0,C,0,0,0,C,C,0,C,0,0,C,C,C,0,0,C,0,0,0,0,0,0,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,C,0,0,0,0,0,C,C,C,0,C,C,C,C,C,6.3,C,C,C,4.7,7.3,C,C,C,C,2.1,-3.2,C,C,C,-5.6,C,C,C,C,10.3,0.6,C,C,C,0.3,44.1
"314 Fabricación de productos textiles, excepto prendas de vestir",C,C,0.1,C,0.2,C,C,0,C,C,C,C,C,C,C,C,0,0,C,C,C,0,C,0,C,C,C,0,C,-0.7,0,C,C,C,C,C,C,C,C,C,C,C,C,5.1,7.8,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7
"3141 Confección de alfombras, blancos y similares",C,C,0.1,C,0.2,C,C,0,C,C,C,C,C,C,C,C,0,0,C,C,C,0,C,0,C,C,C,0,C,-0.7,0,C,C,C,C,C,C,C,C,C,C,C,C,5.1,7.8,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7
"3149 Fabricación de otros productos textiles, excepto prendas de vestir",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
315 Fabricación de prendas de vestir,C,C,0,C,C,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,C,0,0,0,C,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
3151 Fabricación de prendas de vestir de tejido de punto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
3152 Confección de prendas de vestir,C,0,0,C,C,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159 Confección de accesorios de vestir y otras prendas de vestir no clasificados en otra parte,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
"316 Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",C,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,0,0,0,C,C,0,0,0,C,C,0,0,0,C,C,0,0,0,C,C,0,0,0,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.7
3161 Curtido y acabado de cuero y piel,C,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,0,0,0,C,C,0,0,0,C,C,0,0,0,C,C,0,0,0,C,C,0,0,0,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
3162 Fabricación de calzado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
321 Industria de la madera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
3219 Fabricación de otros productos de madera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
322 Industria del papel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,C,C,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
"3221 Fabricación de pulpa, papel y cartón",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,C,C,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
3222 Fabricación de productos de cartón y papel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
323 Impresión e industrias conexas,0,0.3,0,C,0.3,0,0,C,0,C,0,0,0,0,0,0,C,0,C,C,0,0,0,C,C,0,0,C,C,C,0,0,C,C,C,C,C,C,0,-0.7,0,0,0,C,C,0,0,0,0,0,C,0,0,C,C,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,C,0,C,C,0,C,0,C,C,0,C,0,C,C,C,C,0,C,C,0,C,0,C,C,0,0,0,0,0,0,C,0,C,C,0,0,C,C,C,C,0,0,0,C,54.1
3231 Impresión e industrias conexas,0,0.3,0,C,0.3,0,0,C,0,C,0,0,0,0,0,0,C,0,C,C,0,0,0,C,C,0,0,C,C,C,0,0,C,C,C,C,C,C,0,-0.7,0,0,0,C,C,0,0,0,0,0,C,0,0,C,C,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,0,C,0,C,C,0,C,0,C,C,0,C,0,C,C,C,C,0,C,C,0,C,0,C,C,0,0,0,0,0,0,C,0,C,C,0,0,C,C,C,C,0,0,0,C,54.1
324 Fabricación de productos derivados del petróleo y del carbón,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,C,C,0,0,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,5.1
3241 Fabricación de productos derivados del petróleo y del carbón,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,C,C,0,0,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,5.1
325 Industria química,30,20.3,10.1,77.1,137.6,10.9,-2.3,10.3,-7.8,11.2,13.7,51,14.3,32.4,111.4,7,C,0.7,-5,3.5,0.8,-17.9,1.3,0.6,-15.3,78.9,-8.4,-7,27.3,90.8,0.1,38,7.1,15.5,60.7,-8.2,17.2,-34.6,34.7,9,C,-28.2,62.5,-3.3,11.7,-16.5,15,30.4,-13.7,15.2,-16.6,51.9,-13.2,-119.1,-97,-31.3,-9,-10,-30.6,-80.9,-1.9,-21.4,-25.8,26.1,-23,134.6,52.7,37.4,84.5,309.2,320.6,162.7,33,85.8,602,80.3,-9.2,85,38.1,194.2,C,C,C,49.9,-267.3,70.1,123.9,15.8,25.7,235.5,60.4,-20.2,-3.9,-7.4,28.9,68.5,7.5,-21,-5,50,108.5,-13.1,540.4,184,819.8,75.3,-33.2,-28.8,-9.1,4.1,69.2,97.9,6,-5.4,167.7,168.3,55.3,-20.3,-14.4,189,2568.1
3251 Fabricación de productos químicos básicos,C,C,C,2.5,11.1,C,C,C,C,2,C,32.2,C,C,36.9,C,C,0,C,0.6,0,0,0,0,0,0,-9.6,C,C,-14.2,0,0,C,C,21.1,C,18.6,C,34.9,11.6,C,C,C,C,C,C,C,18.7,-5.7,12.3,-15.7,-0.5,C,-2.7,-21.7,-11.6,2.8,C,1.2,-31,C,8.7,7.6,C,14.6,4.7,6.7,-0.7,4.2,14.9,2.5,C,C,69.3,81,C,C,C,C,-5.9,0,0,C,C,C,C,C,C,C,C,C,C,0,0,C,C,0,0,C,C,0,C,0,0,C,C,C,C,C,25.2,39.6,C,26,C,86.6,C,C,C,C,C,267
"3252 Fabricación de resinas y hules sintéticos, y fibras químicas",C,0,0,0,C,C,0,0,C,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.1
"3253 Fabricación de fertilizantes, pesticidas y otros agroquímicos",0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,C,0,C,0,C,0,0,C,0,0,0,0,0,0,0,C,0,C,0,C,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
3254 Fabricación de productos farmacéuticos,11,14.7,4.4,2.5,32.6,8.3,-4.5,12.6,-14.2,2.2,13.2,15.6,13.1,19.2,61,C,0,C,C,7.7,C,C,C,C,3.9,1.2,C,C,2,1.7,C,10.9,0,C,11.2,C,0,C,0,-1.7,0,0,C,0,C,0,0,C,3.5,18,C,C,-9.9,26.6,69.6,-27.8,-11.2,13.7,-15.2,-40.5,-2.3,-10,-36.9,25,-24.1,131.7,43.9,C,67.4,251.1,52.2,147.4,4.2,3.5,207.4,78,C,85.3,41.5,195.7,C,0,C,48.8,-268.2,C,C,C,24.1,219.1,11.9,-23.5,-1.3,-6.7,-19.7,61.7,C,-20.5,C,39.2,94,-14.2,540.4,184,804.1,73.7,-27.2,-71.2,-26.6,-51.2,31.8,65.1,-21.2,-1.5,74.2,149.3,43.6,-31.8,-21.7,139.3,1796.9
"3255 Fabricación de pinturas, recubrimientos y adhesivos",C,C,0,0,C,C,C,C,0,C,1.6,C,C,C,1.9,C,0,C,C,C,C,0,0,C,C,C,C,C,C,24.4,C,C,C,C,27.2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-2.4,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,-3.7,0,0,0,0,0,C,C,0,0,C,C,0,C,0,C,0,0,C,C,C,3.2,C,C,0,5.2,0,0,C,C,C,0,0,C,0,C,0,0,C,0,C,196.2
"3256 Fabricación de jabones, limpiadores y preparaciones de tocador",C,0,C,C,0.6,C,5.7,0,C,5.8,0,C,C,21.8,24.9,C,0,C,-6.7,-5.2,C,C,C,C,-19.2,C,C,0,C,80.2,0,0,0,C,C,C,C,0,C,1.5,0,C,C,C,3.5,0,C,C,C,C,C,C,C,-148.9,-148,C,C,C,C,-5.9,C,C,C,C,-11.2,C,C,C,C,46,138.1,C,C,C,186.3,C,C,C,C,C,C,C,0,0,C,C,C,0,C,C,C,C,-2.6,C,37.9,6.7,C,0,0,5.5,C,0,0,0,C,0,0,17.9,C,33.1,C,C,0,C,C,C,C,0,0,C,249.2
3259 Fabricación de otros productos químicos,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
326 Industria del plástico y del hule,C,47.9,2.2,11.8,61.8,10.2,C,C,C,5.8,2.8,C,C,C,0.7,0,0,0,-5.6,-5.6,C,C,C,0,-13.2,0,C,C,C,C,C,C,C,C,7.2,C,C,C,2.2,9.2,5.2,7.4,3.2,23.3,39.2,11.5,C,C,80.8,141.1,C,66.9,C,C,64.4,C,-29.5,C,6.4,55,131.6,124.1,67.5,7.2,330.3,109.6,-12.6,-43.3,-35.9,17.9,-213.9,113.5,-30,7.1,-123.3,20.9,-5,C,C,316.2,50.4,14,169.2,229.4,462.9,417.1,61.7,128.4,102,709.2,130.7,102.5,70.4,102.8,406.4,100.9,-33.2,30.6,55.9,154.1,-12,179.8,80.7,-87.8,160.7,325.6,55.2,-88.3,-81.5,211,54.2,28.4,-7,28.6,104.2,116.4,5.4,-12.9,-70.8,38.1,3157.2
3261 Fabricación de productos de plástico,C,C,C,C,13.3,C,C,C,C,C,C,C,C,C,C,0,0,0,C,C,C,0,0,0,C,0,0,0,0,0,C,C,C,0,-0.3,0,0,C,C,C,C,C,C,-0.1,3.9,C,0,0,C,C,C,C,C,C,C,C,C,C,C,0.7,124.7,128.7,-0.8,-0.5,252.1,0.1,-36.9,0.3,0.9,-35.7,3,-40.5,-0.4,C,-37.9,C,C,C,0,C,C,C,75.5,0,77,198.3,-9.9,-25,58.8,222.1,61.4,13.9,-20.8,-2.9,51.6,15.7,5.1,20.7,19.2,60.6,21.8,C,87,-33.4,67.4,36.3,-88.4,-13,-31.5,-96.5,33.4,C,20.2,27.6,103.8,39.8,-9,4.5,-82.2,-46.9,658.3
3262 Fabricación de productos de hule,0,39.8,C,C,48.6,C,0,0,0,C,C,C,0,C,2.8,0,0,0,-4.9,-4.9,C,C,C,0,C,0,C,C,C,C,C,C,C,C,C,C,C,C,C,8.7,C,C,2.2,C,35.3,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-85.4,C,-32.1,C,C,287.5,C,C,C,C,385.9,C,C,153.5,C,487.1,69.3,C,C,C,354.8,C,C,C,C,93.4,C,C,C,C,93.3,289.4,C,C,C,307.5,C,C,C,C,C,C,C,C,C,C,2498.9
327 Fabricación de productos a base de minerales no metálicos,0,0,0,0,0,0,0,C,0,C,0,C,0,0,C,0,C,C,0,C,0,0,0,0,0,C,C,0,0,C,0,0,0,0,0,C,0,0,C,C,C,6.9,C,C,32.4,C,1.3,C,C,21.8,0,C,C,C,C,0,C,C,C,C,7.6,-2.2,3.7,7.4,16.4,C,C,C,C,3.7,0,C,-16.8,11.1,-4.7,2.4,C,C,C,29,C,0,0,C,C,C,C,0,0,C,C,0,0,C,C,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,117.1
3271 Fabricación de productos a base de arcillas y minerales refractarios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,C,0,0,C,C,C,C,0,C,C,C,C,C,C,C,0,0,0,0,0,0,0,C,C,C,C,C,C,0,C,0,0,C,0,C,C,0,C,C,C,C,C,0,C,C,C,0,0,C,C,0,C,0,0,C,0,0,0,C,C,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,C,C,C,C,C,0,C,59.5
3272 Fabricación de vidrio y productos de vidrio,0,0,0,0,0,0,0,C,0,C,0,0,0,0,0,0,C,C,0,C,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,C,C,C,C,0,C,0,C,C,C,C,C,C,10.6,C,0,0,C,C,C,0,0,C,C,C,C,C,C,C,0,0,0,0,0,C,0,0,0,C,C,0,0,0,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8
3273 Fabricación de cemento y productos de concreto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,C,0,C,0,0,0,0,0,C,C,C,C,C,C,C,C,0,C,C,C,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
3279 Fabricación de otros productos a base de minerales no metálicos,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2
331 Industrias metálicas básicas,C,C,C,C,C,C,C,C,C,C,C,C,C,C,1.5,C,C,C,C,2.8,C,C,C,C,C,C,C,C,C,C,0,C,C,C,0.3,C,C,C,C,3.1,C,C,C,C,C,C,-3.9,C,C,1.2,C,C,0.3,C,2.2,C,C,C,C,C,C,C,0.5,0.3,0.9,1.5,C,1,0.3,2.9,3.2,3.7,0.6,1.9,9.4,2.7,2.3,20.1,0.2,25.3,C,C,C,C,C,C,C,0,C,0.3,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,-3.4,C,C,C,-3.4,C,C,C,C,C,C,C,C,C,C,45.2
3311 Industria básica del hierro y del acero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
3312 Fabricación de productos de hierro y acero,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,2.8,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,3.1,C,C,C,C,C,C,C,C,C,C,C,C,0.3,C,2.2,C,C,C,C,C,C,C,0.5,C,0.9,C,C,C,C,C,C,C,C,C,5,C,C,C,C,C,C,C,C,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,34.7
3313 Industria básica del aluminio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3314 Industrias de metales no ferrosos, excepto aluminio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,C,C,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
3315 Moldeo por fundición de piezas metálicas,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,0,0,0,0,0,0,C,C,0,C,0,0,C,C,C,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,C,C,0,0,C,C,0,0,0,C,1.6
332 Fabricación de productos metálicos,5.2,4.1,6,0.8,16.1,3,4.2,0.3,5.1,12.6,C,C,C,2.3,7.4,C,1.8,0.2,C,2.5,C,C,C,0.8,3.6,C,C,0.4,-2,-1.4,C,C,C,C,C,0.5,0.5,C,1.8,3.3,C,0.3,0.4,0.4,1.7,1.1,0.2,0.9,1.7,3.9,C,0,0.1,0.6,0.9,0.1,0.3,0.5,1.8,2.6,C,1.5,1.2,0.6,3.7,C,3.9,0.7,3.7,8.4,1.1,1.9,4.4,0.5,7.9,1.1,C,3.5,C,7.3,0.2,0.5,0.6,0.6,2,C,5.3,C,3.8,9.2,0.1,C,5.5,11,17.5,13.7,64.1,1.1,-0.7,78.2,14.6,5.2,3.1,7.7,30.5,16.3,7.9,-0.5,6.3,30.1,-10.3,-0.4,-2.2,-0.8,-13.6,10.7,-5.2,C,-12.7,-7.1,227.7
3321 Fabricación de productos metálicos forjados y troquelados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,C,C,0,0,C,0,C,C,0,C,C,C,C,0,0,C,C,C,0,0,0,C,0,C,C,0,C,C,C,C,C,C,11.3
3322 Fabricación de herramientas de mano sin motor y utensilios de cocina metálicos,0,0,0,0,0,0,0,C,0,C,0,0,0,C,C,0,0,0,0,0,0,0,0,C,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,C,0,0,C,0,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
